Tick PD1 PD2 PD3
3167 000 000 097
3168 000 000 093
3169 000 000 086
3170 000 000 076
3171 000 000 065
3172 000 000 051
3173 000 000 038
3174 000 000 026
3175 000 000 016
3176 000 000 009
3177 000 000 004
3178 000 000 002
3179 000 000 000
3180 000 000 000
3181 000 000 000
3182 001 000 000
3183 001 000 000
3184 001 000 002
3185 002 000 006
3186 002 000 013
3187 003 000 023
3188 004 000 034
3189 005 000 047
3190 007 000 060
3191 009 000 071
3192 013 000 081
3193 019 000 091
3194 025 000 097
3195 033 000 101
3196 043 000 102
3197 055 000 102
3198 069 000 100
3199 085 000 096
3200 100 000 089
3201 116 000 079
3202 132 000 068
3203 147 000 055
3204 162 000 042
3205 174 000 033
3206 185 000 028
3207 194 000 029
3208 197 000 036
3209 197 000 047
3210 197 000 063
3211 197 000 083
3212 197 000 104
3213 197 000 125
3214 197 000 147
3215 198 000 165
3216 198 000 179
3217 198 000 193
3218 198 000 197
3219 198 000 197
3220 198 000 197
3221 198 000 197
3222 198 000 197
3223 198 000 197
3224 198 000 197
3225 198 000 197
3226 198 000 197
3227 198 000 197
3228 198 001 197
3229 198 002 197
3230 198 005 197
3231 198 010 197
3232 198 017 197
3233 198 027 197
3234 194 039 198
3235 184 054 198
3236 173 071 197
3237 160 090 198
3238 146 109 197
3239 131 128 198
3240 115 145 198
3241 099 160 198
3242 084 173 198
3243 070 184 198
3244 058 193 198
3245 048 197 198
3246 039 197 198
3247 031 197 198
3248 025 197 198
3249 019 197 198
3250 014 197 198
3251 010 197 198
3252 008 197 198
3253 006 197 198
3254 005 197 198
3255 004 197 198
3256 003 197 198
3257 002 197 193
3258 002 197 172
3259 002 197 152
3260 001 197 135
3261 001 197 119
3262 000 196 105
3263 000 196 092
3264 000 196 080
3265 000 196 067
3266 000 196 052
3267 000 196 037
3268 000 196 025
3269 000 196 016
3270 000 196 009
3271 000 196 005
3272 000 196 003
3273 000 196 002
3274 000 196 001
3275 000 196 001
3276 000 196 001
3277 000 196 002
3278 000 196 003
3279 000 198 006
3280 000 198 011
3281 000 197 018
3282 000 197 028
3283 000 198 039
3284 000 196 052
3285 000 196 066
3286 000 198 079
3287 000 197 088
3288 000 197 095
3289 000 198 099
3290 000 196 101
3291 000 196 100
3292 000 196 098
3293 000 196 094
3294 000 196 088
3295 000 195 079
3296 000 196 068
3297 000 196 054
3298 000 196 041
3299 000 196 028
3300 000 196 018
3301 000 196 011
3302 000 196 006
3303 000 197 003
3304 000 196 002
3305 000 196 001
3306 000 196 001
3307 000 196 001
3308 000 196 001
3309 000 196 002
3310 000 196 004
3311 000 197 009
3312 000 196 017
3313 000 196 028
3314 000 196 041
3315 000 196 054
3316 001 196 068
3317 001 196 080
3318 001 197 088
3319 002 196 094
3320 002 197 097
3321 003 198 099
3322 004 198 099
3323 005 195 097
3324 007 196 094
3325 011 196 088
3326 015 196 080
3327 020 197 069
3328 028 198 056
3329 036 198 042
3330 046 198 029
3331 058 198 019
3332 072 198 012
3333 086 198 007
3334 101 198 003
3335 116 198 002
3336 132 198 002
3337 146 198 001
3338 160 198 001
3339 171 198 001
3340 182 198 002
3341 191 198 004
3342 197 198 008
3343 197 198 015
3344 197 198 024
3345 198 198 035
3346 198 198 047
3347 198 198 059
3348 198 198 069
3349 198 198 079
3350 198 198 086
3351 197 198 091
3352 198 198 093
3353 198 198 094
3354 198 198 094
3355 198 198 092
3356 196 197 088
3357 198 198 081
3358 198 198 072
3359 198 198 061
3360 197 198 049
3361 196 196 038
3362 198 198 034
3363 198 198 036
3364 198 198 044
3365 198 198 058
3366 196 196 077
3367 198 198 098
3368 191 198 119
3369 182 198 139
3370 173 198 158
3371 162 196 175
3372 150 198 188
3373 138 198 198
3374 126 198 198
3375 113 198 198
3376 099 197 197
3377 085 198 198
3378 072 198 198
3379 059 198 198
3380 046 198 198
3381 036 197 197
3382 027 198 198
3383 020 198 198
3384 014 198 198
3385 011 198 198
3386 008 197 198
3387 006 198 198
3388 005 198 198
3389 004 198 198
3390 004 197 198
3391 003 197 198
3392 003 198 198
3393 002 198 198
3394 002 197 198
3395 002 198 198
3396 001 197 198
3397 001 198 196
3398 001 198 194
3399 000 198 193
3400 000 197 193
3401 000 197 193
3402 000 197 194
3403 000 198 197
3404 000 197 198
3405 000 198 198
3406 000 197 198
3407 000 197 198
3408 000 198 198
3409 000 197 198
3410 000 197 198
3411 000 198 198
3412 000 197 198
3413 001 198 198
3414 002 197 198
3415 004 198 198
3416 007 198 198
3417 011 197 198
3418 016 198 198
3419 022 198 198
3420 030 198 198
3421 038 198 198
3422 048 198 198
3423 061 198 198
3424 076 198 198
3425 091 198 198
3426 106 198 197
3427 123 198 195
3428 138 198 194
3429 152 198 194
3430 164 198 194
3431 175 198 194
3432 184 198 196
3433 192 198 198
3434 198 198 198
3435 198 198 198
3436 198 198 198
3437 198 198 198
3438 198 198 198
3439 198 198 198
3440 198 198 198
3441 198 198 198
3442 198 198 198
3443 198 198 198
3444 198 198 198
3445 198 198 198
3446 198 198 198
3447 198 198 198
3448 198 198 198
3449 198 198 198
3450 198 198 198
3451 198 198 198
3452 198 198 198
3453 198 198 198
3454 198 198 198
3455 198 198 198
3456 198 198 198
3457 198 198 194
3458 198 198 187
3459 198 198 176
3460 198 198 162
3461 198 198 142
3462 198 198 119
3463 198 198 097
3464 198 198 078
3465 198 198 065
3466 198 198 060
3467 198 198 061
3468 198 195 066
3469 198 186 075
3470 198 175 084
3471 198 162 091
3472 198 148 096
3473 198 136 099
3474 198 117 100
3475 198 098 098
3476 198 080 095
3477 198 063 090
3478 198 048 083
3479 198 036 074
3480 198 027 063
3481 198 020 051
3482 198 014 039
3483 198 009 027
3484 198 005 018
3485 197 002 011
3486 198 000 006
3487 198 000 003
3488 198 000 001
3489 198 000 000
3490 197 000 000
3491 198 000 000
3492 198 000 000
3493 198 000 002
3494 198 000 006
3495 198 000 013
3496 198 000 024
3497 198 000 037
3498 197 000 051
3499 198 000 064
3500 196 000 076
3501 192 000 085
3502 186 000 092
3503 179 000 096
3504 170 000 099
3505 160 000 099
3506 148 000 097
3507 135 000 093
3508 120 000 088
3509 107 000 080
3510 093 000 070
3511 078 000 059
3512 065 000 047
3513 054 000 035
3514 043 000 024
3515 033 000 016
3516 025 000 010
3517 018 001 005
3518 012 001 002
3519 007 003 001
3520 004 004 000
3521 002 007 000
3522 000 013 000
3523 000 021 001
3524 000 032 003
3525 000 044 008
3526 000 059 015
3527 000 076 026
3528 000 095 040
3529 000 116 055
3530 000 137 069
3531 000 154 080
3532 000 169 088
3533 000 180 093
3534 000 190 096
3535 000 197 097
3536 000 198 096
3537 000 197 094
3538 000 198 090
3539 000 197 083
3540 000 198 074
3541 000 198 062
3542 000 197 049
3543 000 197 037
3544 000 197 026
3545 000 198 017
3546 000 197 010
3547 000 197 006
3548 000 197 003
3549 000 197 002
3550 000 198 001
3551 000 198 001
3552 000 198 001
3553 000 197 001
3554 000 198 002
3555 000 197 006
3556 000 197 012
3557 000 197 022
3558 000 197 035
3559 000 197 049
3560 000 197 064
3561 000 198 076
3562 000 197 086
3563 000 197 094
3564 000 197 100
3565 000 198 107
3566 000 193 115
3567 000 183 126
3568 000 170 140
3569 000 155 155
3570 000 138 171
3571 000 121 186
3572 000 104 198
3573 000 087 198
3574 000 072 198
3575 000 057 198
3576 000 044 198
3577 000 033 198
3578 000 023 198
3579 000 016 198
3580 000 009 197
3581 000 005 197
3582 000 002 197
3583 000 001 197
3584 000 000 197
3585 000 000 197
3586 000 000 197
3587 000 000 197
3588 000 000 197
3589 000 000 197
3590 000 000 197
3591 000 000 197
3592 001 000 197
3593 002 000 197
3594 004 000 197
3595 006 000 197
3596 011 000 197
3597 016 000 197
3598 023 000 198
3599 031 000 197
3600 041 000 198
3601 053 000 198
3602 066 000 197
3603 080 000 197
3604 093 000 197
3605 107 000 197
3606 122 000 197
3607 138 000 197
3608 151 000 197
3609 163 000 197
3610 174 000 197
3611 184 000 193
3612 191 000 181
3613 197 000 165
3614 198 000 145
3615 198 000 121
3616 198 000 094
3617 198 000 071
3618 198 000 055
3619 198 000 049
3620 198 000 049
3621 198 000 056
3622 198 000 066
3623 198 000 075
3624 198 000 083
3625 198 000 088
3626 198 000 091
3627 198 000 092
3628 198 000 092
3629 198 000 090
3630 198 000 088
3631 198 000 084
3632 198 000 078
3633 198 000 071
3634 198 000 062
3635 198 000 052
3636 198 000 041
3637 198 000 029
3638 198 000 017
3639 198 000 009
3640 198 000 003
3641 198 000 001
3642 198 000 000
3643 198 000 000
3644 198 000 000
3645 198 000 000
3646 198 000 000
3647 198 000 002
3648 198 000 006
3649 198 000 014
3650 198 000 025
3651 198 000 038
3652 198 000 052
3653 198 000 065
3654 198 000 076
3655 198 000 083
3656 198 000 089
3657 198 000 092
3658 198 000 094
3659 198 000 093
3660 198 000 091
3661 198 001 087
3662 198 002 081
3663 198 003 073
3664 198 004 062
3665 198 005 051
3666 198 008 038
3667 198 013 027
3668 198 019 018
3669 198 029 011
3670 198 040 006
3671 198 055 003
3672 198 074 001
3673 198 094 000
3674 198 114 000
3675 198 134 000
3676 198 154 001
3677 198 170 002
3678 198 184 005
3679 198 195 011
3680 198 199 020
3681 198 198 032
3682 198 199 046
3683 198 199 059
3684 198 199 072
3685 198 199 081
3686 198 198 087
3687 198 198 091
3688 198 198 093
3689 198 199 094
3690 198 199 092
3691 198 199 089
3692 198 199 085
3693 198 198 078
3694 198 199 069
3695 198 198 058
3696 198 199 047
3697 198 199 036
3698 198 198 026
3699 198 199 017
3700 198 198 009
3701 198 199 004
3702 198 198 002
3703 198 199 001
3704 198 198 001
3705 198 198 000
3706 198 199 001
3707 198 199 001
3708 198 199 004
3709 198 199 010
3710 198 199 020
3711 198 198 033
3712 198 186 048
3713 198 171 063
3714 198 154 075
3715 198 136 085
3716 198 116 092
3717 198 096 099
3718 198 076 108
3719 198 059 119
3720 198 045 132
3721 198 033 146
3722 198 023 162
3723 198 017 177
3724 195 012 190
3725 190 008 198
3726 184 005 198
3727 178 003 198
3728 170 002 198
3729 161 001 198
3730 150 000 198
3731 137 000 198
3732 122 000 198
3733 106 000 198
3734 091 000 198
3735 076 000 198
3736 061 000 198
3737 047 000 198
3738 036 000 198
3739 027 000 198
3740 019 000 198
3741 012 000 198
3742 008 000 198
3743 005 000 198
3744 003 000 198
3745 001 000 198
3746 000 000 198
3747 000 000 198
3748 000 000 198
3749 000 000 198
3750 000 000 198
3751 000 000 198
3752 000 000 198
3753 000 000 198
3754 000 000 198
3755 000 000 198
3756 000 000 198
3757 000 000 198
3758 000 000 198
3759 000 000 198
3760 000 000 198
3761 000 000 198
3762 000 000 198
3763 000 000 197
3764 001 000 188
3765 001 000 175
3766 001 000 158
3767 002 000 135
3768 002 000 108
3769 002 000 083
3770 003 000 067
3771 004 000 062
3772 005 000 064
3773 007 000 071
3774 009 000 079
3775 013 000 085
3776 018 000 088
3777 025 000 090
3778 033 000 090
3779 043 000 089
3780 055 000 087
3781 068 000 082
3782 082 000 076
3783 098 000 067
3784 114 000 055
3785 128 000 043
3786 143 000 031
3787 156 000 021
3788 168 000 013
3789 178 000 007
3790 187 000 004
3791 195 000 001
3792 198 000 000
3793 198 000 000
3794 198 000 000
3795 198 000 000
3796 198 000 000
3797 198 000 000
3798 198 000 004
3799 198 000 011
3800 198 000 023
3801 198 000 037
3802 198 000 052
3803 198 000 067
3804 198 000 078
3805 198 000 086
3806 198 000 091
3807 198 001 094
3808 198 003 094
3809 198 006 092
3810 198 011 089
3811 198 018 083
3812 198 028 076
3813 198 041 067
3814 196 057 057
3815 190 074 045
3816 182 092 033
3817 174 109 023
3818 164 124 015
3819 154 139 010
3820 142 153 006
3821 127 167 003
3822 113 178 002
3823 099 187 001
3824 084 195 000
3825 068 198 000
3826 054 198 001
3827 042 198 002
3828 032 198 005
3829 023 198 012
3830 016 198 023
3831 011 198 037
3832 008 198 051
3833 006 198 065
3834 004 198 076
3835 003 198 084
3836 003 198 090
3837 002 198 093
3838 002 198 095
3839 002 198 095
3840 001 198 093
3841 001 198 090
3842 001 198 085
3843 001 198 078
3844 001 198 069
3845 001 198 057
3846 001 198 044
3847 001 198 032
3848 001 198 021
3849 001 198 013
3850 001 198 007
3851 001 198 004
3852 001 198 002
3853 001 198 001
3854 001 198 001
3855 002 198 001
3856 002 198 001
3857 002 198 002
3858 003 198 005
3859 003 198 013
3860 004 198 024
3861 005 198 038
3862 007 198 053
3863 009 198 068
3864 013 198 080
3865 018 198 091
3866 024 198 099
3867 033 198 108
3868 044 198 118
3869 055 198 128
3870 069 198 141
3871 083 198 156
3872 098 198 172
3873 114 198 185
3874 131 198 198
3875 146 198 198
3876 159 199 199
3877 170 199 199
3878 180 199 198
3879 188 199 199
3880 194 199 199
3881 198 199 199
3882 198 199 199
3883 198 199 199
3884 198 198 198
3885 198 199 198
3886 198 199 199
3887 198 198 198
3888 198 199 199
3889 198 199 198
3890 198 199 199
3891 198 199 199
3892 198 199 199
3893 198 198 198
3894 198 198 198
3895 198 198 198
3896 198 198 199
3897 198 199 199
3898 198 198 198
3899 198 199 198
3900 198 198 198
3901 198 197 198
3902 198 186 198
3903 198 172 199
3904 196 155 198
3905 189 135 198
3906 181 115 198
3907 172 096 198
3908 162 079 198
3909 151 063 198
3910 138 048 198
3911 125 035 198
3912 110 024 198
3913 096 016 191
3914 084 011 182
3915 072 007 171
3916 059 003 157
3917 045 001 140
3918 034 000 113
3919 024 000 087
3920 017 000 067
3921 011 000 054
3922 008 000 051
3923 006 000 053
3924 004 000 061
3925 003 000 071
3926 002 000 081
3927 001 000 088
3928 001 000 095
3929 001 000 099
3930 000 000 100
3931 000 000 099
3932 000 000 097
3933 000 000 091
3934 000 000 084
3935 000 000 074
3936 000 000 062
3937 000 000 049
3938 000 000 036
3939 000 000 024
3940 000 000 015
3941 000 000 009
3942 000 000 005
3943 000 000 002
3944 000 000 001
3945 000 000 000
3946 000 000 000
3947 000 000 000
3948 000 000 000
3949 000 000 000
3950 000 000 001
3951 000 000 005
3952 001 000 012
3953 002 000 023
3954 005 000 037
3955 008 000 051
3956 013 000 065
3957 020 000 077
3958 028 000 088
3959 037 000 095
3960 048 000 100
3961 061 000 102
3962 077 000 102
3963 093 000 101
3964 109 000 098
3965 124 000 093
3966 139 000 086
3967 153 000 076
3968 165 000 064
3969 175 000 051
3970 184 000 040
3971 190 000 032
3972 196 000 028
3973 198 000 030
3974 198 000 036
3975 198 000 046
3976 198 000 062
3977 198 000 084
3978 198 000 110
3979 198 000 135
3980 198 000 157
3981 198 000 174
3982 198 000 189
3983 198 000 198
3984 198 000 198
3985 198 000 198
3986 198 000 198
3987 198 000 198
3988 199 000 198
3989 198 000 198
3990 198 000 198
3991 198 000 198
3992 198 000 198
3993 198 000 198
3994 198 000 198
3995 198 000 198
3996 198 000 198
3997 198 000 198
3998 198 000 198
3999 198 001 198
4000 198 002 198
4001 198 005 198
4002 198 008 198
4003 198 014 198
4004 198 023 198
4005 198 034 198
4006 198 047 198
4007 198 064 198
4008 198 082 198
4009 198 102 198
4010 198 122 198
4011 198 142 198
4012 198 160 198
4013 198 176 198
4014 198 188 198
4015 198 196 199
4016 198 199 199
4017 198 199 199
4018 198 199 199
4019 198 199 199
4020 198 199 199
4021 198 199 195
4022 198 199 174
4023 198 199 155
4024 198 199 137
4025 198 199 122
4026 198 199 109
4027 198 199 097
4028 198 199 085
4029 198 199 074
4030 198 199 062
4031 198 199 048
4032 198 199 034
4033 198 199 023
4034 198 199 015
4035 198 199 008
4036 198 198 004
4037 198 198 002
4038 198 199 002
4039 198 199 001
4040 198 199 001
4041 198 199 002
4042 198 199 003
4043 198 199 006
4044 198 199 014
4045 198 199 026
4046 198 199 040
4047 198 199 055
4048 198 199 069
4049 198 199 081
4050 198 199 090
4051 198 199 096
4052 198 199 099
4053 198 199 101
4054 198 199 100
4055 198 199 098
4056 198 199 094
4057 198 198 089
4058 198 199 080
4059 198 199 070
4060 198 199 059
4061 198 199 047
4062 198 198 034
4063 198 199 024
4064 198 198 016
4065 198 198 010
4066 198 199 006
4067 198 199 003
4068 198 199 002
4069 198 198 001
4070 198 199 001
4071 198 199 001
4072 198 199 002
4073 198 199 004
4074 198 199 010
4075 198 199 022
4076 198 198 038
4077 198 199 055
4078 198 199 071
4079 198 198 083
4080 198 199 091
4081 198 199 096
4082 198 199 098
4083 198 199 099
4084 198 199 097
4085 198 199 093
4086 198 199 087
4087 198 199 077
4088 198 198 066
4089 198 199 052
4090 198 199 039
4091 198 198 027
4092 198 199 018
4093 198 198 011
4094 198 199 007
4095 198 199 004
4096 198 199 002
4097 198 199 002
4098 198 198 001
4099 198 199 001
4100 197 199 001
4101 198 199 001
4102 198 199 002
4103 198 199 002
4104 198 199 005
4105 198 199 010
4106 198 199 018
4107 198 198 028
4108 198 199 045
4109 198 199 062
4110 198 199 075
4111 198 199 085
4112 198 199 091
4113 198 199 093
4114 198 199 094
4115 198 199 094
4116 198 199 091
4117 198 198 087
4118 198 199 079
4119 198 199 069
4120 198 198 057
4121 198 199 045
4122 198 199 036
4123 198 199 034
4124 198 199 037
4125 198 198 047
4126 198 199 063
4127 198 199 083
4128 198 199 106
4129 198 199 131
4130 198 199 152
4131 198 199 173
4132 198 199 189
4133 198 198 198
4134 198 199 199
4135 198 199 198
4136 198 199 198
4137 198 199 198
4138 198 195 198
4139 198 185 199
4140 198 172 198
4141 198 158 198
4142 198 141 198
4143 198 123 198
4144 198 105 198
4145 198 086 198
4146 198 070 198
4147 198 055 198
4148 198 042 198
4149 198 031 198
4150 198 022 198
4151 198 016 198
4152 198 010 198
4153 198 006 198
4154 198 003 198
4155 198 001 198
4156 199 000 198
4157 198 000 195
4158 199 000 193
4159 198 000 192
4160 198 000 192
4161 198 000 192
4162 198 000 192
4163 198 000 192
4164 198 000 195
4165 198 000 198
4166 198 000 198
4167 198 000 198
4168 198 000 198
4169 198 000 198
4170 198 000 198
4171 198 000 198
4172 198 000 198
4173 198 000 198
4174 198 000 198
4175 198 000 198
4176 198 000 198
4177 198 000 198
4178 198 000 198
4179 198 000 198
4180 198 000 198
4181 198 000 198
4182 198 000 198
4183 198 000 198
4184 198 000 198
4185 198 000 197
4186 198 000 198
4187 198 000 196
4188 198 000 194
4189 198 000 193
4190 198 000 193
4191 198 000 193
4192 198 000 193
4193 198 000 194
4194 198 000 195
4195 198 000 198
4196 198 000 198
4197 198 000 198
4198 198 000 198
4199 198 000 198
4200 198 000 198
4201 198 000 198
4202 198 000 198
4203 198 000 198
4204 198 000 198
4205 198 000 198
4206 198 000 198
4207 198 000 198
4208 198 000 198
4209 198 000 198
4210 198 000 198
4211 198 000 198
4212 198 000 198
4213 198 000 198
4214 198 000 198
4215 198 000 198
4216 198 000 198
4217 197 000 198
4218 190 000 195
4219 182 000 189
4220 171 000 180
4221 160 000 169
4222 146 000 154
4223 131 000 136
4224 117 000 115
4225 102 000 094
4226 089 000 077
4227 076 000 065
4228 064 000 059
4229 052 000 060
4230 041 000 064
4231 031 000 071
4232 023 000 079
4233 016 000 087
4234 010 000 092
4235 006 000 096
4236 003 000 099
4237 001 000 099
4238 000 001 098
4239 000 003 095
4240 000 006 091
4241 000 012 085
4242 000 020 075
4243 000 031 063
4244 000 044 048
4245 000 060 034
4246 000 078 022
4247 000 097 012
4248 000 117 006
4249 000 135 003
4250 000 152 002
4251 000 167 001
4252 000 180 001
4253 000 189 001
4254 000 197 001
4255 000 198 003
4256 000 198 006
4257 000 198 012
4258 000 198 020
4259 000 198 029
4260 000 198 040
4261 000 198 051
4262 000 198 062
4263 000 198 073
4264 000 198 083
4265 000 198 090
4266 000 198 095
4267 000 198 098
4268 000 198 099
4269 000 198 099
4270 000 198 096
4271 000 198 092
4272 000 198 084
4273 000 198 075
4274 000 198 063
4275 000 198 048
4276 000 198 034
4277 000 198 021
4278 000 198 013
4279 000 198 007
4280 000 198 003
4281 000 198 002
4282 000 198 001
4283 000 198 001
4284 000 198 001
4285 000 198 002
4286 000 198 003
4287 000 198 005
4288 000 198 011
4289 000 198 019
4290 000 198 029
4291 000 198 043
4292 000 198 056
4293 000 198 068
4294 000 198 078
4295 000 198 085
4296 000 198 091
4297 000 198 094
4298 000 197 096
4299 000 198 097
4300 000 198 096
4301 000 198 094
4302 000 198 091
4303 000 198 086
4304 001 198 080
4305 001 198 071
4306 001 198 061
4307 002 198 050
4308 002 198 038
4309 003 198 028
4310 004 198 018
4311 005 198 011
4312 007 198 006
4313 010 198 003
4314 015 198 002
4315 022 198 001
4316 030 198 001
4317 040 198 001
4318 053 198 002
4319 068 198 004
4320 084 198 009
4321 101 198 018
4322 117 198 030
4323 134 198 044
4324 150 198 059
4325 165 198 072
4326 178 199 083
4327 189 199 092
4328 198 198 099
4329 198 199 106
4330 198 199 115
4331 198 199 125
4332 198 199 139
4333 198 199 154
4334 198 199 170
4335 198 199 186
4336 198 199 198
4337 198 199 198
4338 198 199 198
4339 198 199 199
4340 198 198 198
4341 198 199 198
4342 198 198 198
4343 198 199 199
4344 198 199 198
4345 198 199 198
4346 198 199 199
4347 198 198 198
4348 198 199 199
4349 198 199 199
4350 198 199 199
4351 198 199 199
4352 198 198 198
4353 198 199 199
4354 194 199 199
4355 186 199 199
4356 177 199 199
4357 166 199 199
4358 154 198 198
4359 141 198 198
4360 127 198 199
4361 112 198 198
4362 097 198 199
4363 082 198 198
4364 066 198 199
4365 052 198 198
4366 041 198 198
4367 031 198 199
4368 023 198 198
4369 017 198 198
4370 012 198 198
4371 009 198 198
4372 007 198 199
4373 006 198 199
4374 005 198 199
4375 004 198 196
4376 003 198 186
4377 003 198 172
4378 002 198 153
4379 002 198 131
4380 001 198 107
4381 001 198 083
4382 000 198 064
4383 000 198 053
4384 000 198 049
4385 000 198 051
4386 000 198 057
4387 000 198 066
4388 000 198 075
4389 000 198 082
4390 000 198 087
4391 000 198 090
4392 000 198 092
4393 000 198 093
4394 000 198 092
4395 000 198 089
4396 000 198 085
4397 000 198 080
4398 000 198 072
4399 000 198 062
4400 000 198 051
4401 000 198 039
4402 000 198 028
4403 000 198 019
4404 000 198 012
4405 000 198 007
4406 000 198 004
4407 000 198 001
4408 000 198 000
4409 000 198 000
4410 000 198 000
4411 000 198 000
4412 000 198 001
4413 000 198 003
4414 000 198 009
4415 000 198 018
4416 000 198 030
4417 000 198 044
4418 000 198 057
4419 000 198 070
4420 000 198 079
4421 000 198 086
4422 000 198 091
4423 000 198 094
4424 000 198 095
4425 000 198 094
4426 000 198 091
4427 000 198 087
4428 000 198 081
4429 000 198 073
4430 000 198 064
4431 000 198 053
4432 000 198 042
4433 000 198 032
4434 000 198 023
4435 000 198 014
4436 000 198 008
4437 000 198 004
4438 001 198 002
4439 001 198 001
4440 001 198 000
4441 002 198 000
4442 002 198 001
4443 003 198 001
4444 004 198 004
4445 006 198 009
4446 008 198 018
4447 011 198 029
4448 016 198 042
4449 022 198 056
4450 029 198 069
4451 038 198 078
4452 050 198 086
4453 063 198 090
4454 076 198 093
4455 091 198 094
4456 106 198 093
4457 122 198 090
4458 137 198 085
4459 150 198 079
4460 163 198 070
4461 174 198 060
4462 184 198 049
4463 192 199 038
4464 198 199 028
4465 198 199 020
4466 198 199 013
4467 198 199 007
4468 198 198 003
4469 198 199 002
4470 198 199 001
4471 198 199 000
4472 198 199 000
4473 198 199 001
4474 198 199 002
4475 198 199 006
4476 198 199 014
4477 198 199 024
4478 198 199 037
4479 198 194 053
4480 198 185 067
4481 198 174 079
4482 198 161 088
4483 198 144 095
4484 198 127 103
4485 198 110 113
4486 198 092 126
4487 198 074 141
4488 198 057 157
4489 198 043 174
4490 193 032 188
4491 184 022 198
4492 174 015 198
4493 163 010 198
4494 150 006 198
4495 137 003 198
4496 123 001 198
4497 109 000 198
4498 093 000 198
4499 076 000 198
4500 062 000 198
4501 049 000 198
4502 038 000 198
4503 028 000 198
4504 021 000 198
4505 016 000 198
4506 012 000 198
4507 009 000 198
4508 007 000 198
4509 006 000 198
4510 005 000 198
4511 004 000 198
4512 003 000 198
4513 002 000 198
4514 002 000 198
4515 002 000 198
4516 001 000 198
4517 001 000 198
4518 001 000 198
4519 000 000 198
4520 000 000 198
4521 000 000 198
4522 000 000 198
4523 000 000 198
4524 000 000 198
4525 000 000 198
4526 000 000 198
4527 000 000 198
4528 000 001 198
4529 000 002 198
4530 000 003 198
4531 000 004 192
4532 000 008 180
4533 000 013 166
4534 000 021 147
4535 000 031 124
4536 000 044 101
4537 000 059 082
4538 000 077 068
4539 000 096 062
4540 000 116 064
4541 000 135 069
4542 000 152 077
4543 000 166 083
4544 000 179 088
4545 000 190 090
4546 000 198 091
4547 000 198 091
4548 000 198 090
4549 000 198 087
4550 000 198 082
4551 000 198 074
4552 000 198 065
4553 000 198 053
4554 000 198 040
4555 000 198 029
4556 000 198 019
4557 000 198 012
4558 000 198 007
4559 000 198 003
4560 000 198 001
4561 000 198 001
4562 000 198 000
4563 000 198 000
4564 000 198 000
4565 000 198 002
4566 000 198 006
4567 000 198 013
4568 000 198 024
4569 000 198 037
4570 000 198 051
4571 001 198 064
4572 001 198 075
4573 001 198 084
4574 002 198 090
4575 002 198 093
4576 003 198 095
4577 003 196 094
4578 004 185 091
4579 006 173 086
4580 007 159 079
4581 010 144 071
4582 013 127 060
4583 018 110 048
4584 023 094 036
4585 030 077 026
4586 039 061 017
4587 049 046 010
4588 062 034 006
4589 075 024 003
4590 090 017 001
4591 107 010 000
4592 123 006 000
4593 139 003 000
4594 155 002 000
4595 169 001 001
4596 181 000 006
4597 190 000 013
4598 198 000 024
4599 198 000 037
4600 198 000 050
4601 198 000 064
4602 198 000 075
4603 198 000 084
4604 198 000 090
4605 198 000 093
4606 198 000 094
4607 198 000 094
4608 198 000 091
4609 198 000 087
4610 198 000 082
4611 198 000 074
4612 198 000 065
4613 198 000 054
4614 198 000 042
4615 198 000 031
4616 198 000 022
4617 198 000 014
4618 198 000 009
4619 198 000 004
4620 198 000 002
4621 198 000 000
4622 198 000 000
4623 198 000 000
4624 193 000 000
4625 184 000 001
4626 174 000 004
4627 163 000 010
4628 149 000 018
4629 133 000 030
4630 118 000 044
4631 103 000 057
4632 087 000 071
4633 071 000 083
4634 058 000 092
4635 046 000 101
4636 036 000 109
4637 027 000 119
4638 020 000 131
4639 015 000 144
4640 011 000 161
4641 008 000 177
4642 007 000 191
4643 005 000 198
4644 005 000 198
4645 004 000 198
4646 003 000 198
4647 003 000 198
4648 002 000 198
4649 002 000 198
4650 002 000 198
4651 001 000 198
4652 001 000 198
4653 001 000 198
4654 001 000 198
4655 000 000 198
4656 000 000 198
4657 000 000 198
4658 000 000 198
4659 000 000 198
4660 000 000 198
4661 000 000 198
4662 000 000 198
4663 000 000 198
4664 000 000 198
4665 000 000 198
4666 000 000 198
4667 000 000 198
4668 001 000 198
4669 002 000 198
4670 003 000 198
4671 006 000 198
4672 009 000 198
4673 014 000 198
4674 020 001 198
4675 027 002 198
4676 035 004 198
4677 043 005 198
4678 054 009 198
4679 065 014 198
4680 077 021 198
4681 092 030 197
4682 108 043 189
4683 125 061 176
4684 140 080 159
4685 154 100 138
4686 166 122 114
4687 176 142 090
4688 185 159 070
4689 191 174 057
4690 197 186 051
4691 198 197 053
4692 198 199 061
4693 198 199 073
4694 198 199 084
4695 198 199 093
4696 198 199 098
4697 198 199 100
4698 198 198 101
4699 198 199 100
4700 198 199 097
4701 198 199 092
4702 198 199 085
4703 198 198 076
4704 198 199 065
4705 198 198 053
4706 198 199 041
4707 198 198 030
4708 198 199 021
4709 198 199 014
4710 198 199 009
4711 198 199 005
4712 198 199 003
4713 198 199 002
4714 198 199 001
4715 198 199 000
4716 198 199 000
4717 198 199 001
4718 198 199 002
4719 198 199 007
